section	context	id	ru_source	kk_draft	review_status
catalog	src/i18n/catalog.ts	Яйцо, мясо говядины, молоко, сливочное масло, соус песто, соус барбекю, авокадо, огурцы, хлеб бородинский, крем чиз, микс салатов, помидоры черри	Яйцо, мясо говядины, молоко, сливочное масло, соус песто, соус барбекю, авокадо, огурцы, хлеб бородинский, крем чиз, микс салатов, помидоры черри	Жұмыртқа, сиыр еті, сүт, сары май, песто және барбекю соустары, авокадо, қияр, Бородино наны, крем-чиз, салат миксі, черри қызанағы	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/i18n/core.ts:90	locale-branch	${day} ${month} ${year} г.	${year} ж. ${day} ${month}	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/about.tsx:87	locale-branch[0].d	Готовим ежедневно и внимательно следим за качеством.	Күн сайын дайындап, сапаны мұқият қадағалаймыз.	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/about.tsx:87	locale-branch[0].t	Свежесть	Балғындық	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/about.tsx:87	locale-branch[1].d	Соблюдаем стандарты на каждом этапе производства.	Өндірістің әр кезеңінде стандарттарды сақтаймыз.	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/about.tsx:87	locale-branch[1].t	Чистота	Тазалық	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/about.tsx:87	locale-branch[2].d	Создаём тёплый сервис в каждом фирменном магазине.	Әр фирмалық дүкенде жылы қызмет көрсетеміз.	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/about.tsx:87	locale-branch[2].t	Забота	Қамқорлық	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/about.tsx:87	locale-branch[3].d	Расширяем ассортимент и делаем любимые вкусы доступнее.	Ассортиментті кеңейтіп, сүйікті дәмдерді қолжетімді етеміз.	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/about.tsx:87	locale-branch[3].t	Развитие	Даму	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/cake-preorder.tsx:53	locale-branch[0]	Тип торта	Торт түрі	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/cake-preorder.tsx:53	locale-branch[1]	Размер	Өлшемі	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/cake-preorder.tsx:53	locale-branch[10]	Готово	Дайын	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/cake-preorder.tsx:53	locale-branch[2]	Порции	Порция	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/cake-preorder.tsx:53	locale-branch[3]	Дата	Күні	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/cake-preorder.tsx:53	locale-branch[4]	Точка	Дүкен	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/cake-preorder.tsx:53	locale-branch[5]	Время	Уақыты	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/cake-preorder.tsx:53	locale-branch[6]	Упаковка	Қаптама	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/cake-preorder.tsx:53	locale-branch[7]	Имя	Аты	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/cake-preorder.tsx:53	locale-branch[8]	Телефон	Телефон	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/cake-preorder.tsx:53	locale-branch[9]	Комментарий	Пікір	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/cake-preorder.tsx:93	locale-branch	Здравствуйте, SOFIYA! Хочу оформить торт на заказ:\nТип: ${cakeType}\nРазмер: ${optionLabel(SIZES, data.size)}\nПорций: ${data.servings ?? "—"}\nДата: ${data.date ?? "—"}\nВремя: ${data.time ?? "—"}\nТочка самовывоза: ${pickup}\nУпаковка: ${optionLabel(PACKAGING, data.packaging)}\nИмя: ${data.name ?? "—"}\nТелефон: ${data.phone ?? "—"}\nКомментарий: ${data.comment || "—"}	Сәлеметсіз бе, SOFIYA! Тапсырыспен торт рәсімдегім келеді:\nТүрі: ${cakeType}\nӨлшемі: ${optionLabel(SIZES, data.size)}\nПорция саны: ${data.servings ?? "—"}\nКүні: ${data.date ?? "—"}\nУақыты: ${data.time ?? "—"}\nАлып кету дүкені: ${pickup}\nҚаптама: ${optionLabel(PACKAGING, data.packaging)}\nАты: ${data.name ?? "—"}\nТелефон: ${data.phone ?? "—"}\nПікір: ${data.comment || "—"}	DRAFT_REQUIRES_KK_LEGAL_AND_EDITORIAL
conditional-ui	src/routes/career.tsx:34	locale-branch	Здравствуйте, SOFIYA! Отклик на вакансию:\nНаправление: ${positionLabel}\nИмя: ${f.name}\nТелефон: ${f.phone}\nГород: ${f.city}\nО себе: ${f.comment || "—"}	Сәлеметсіз бе, SOFIYA! Бос жұмыс орнына жауап:\nБағыт: ${positionLabel}\nАты: ${f.name}\nТелефон: ${f.phone}\nҚала: ${f.city}\nӨзі туралы: ${f.comment || "—"}	DRAFT_REQUIRES_KK_LEGAL_AND_EDITORIAL
conditional-ui	src/routes/career.tsx:75	locale-branch[0].d	Растите вместе с сетью.	Желімен бірге өсіңіз.	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/career.tsx:75	locale-branch[0].t	Развитие	Даму	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/career.tsx:75	locale-branch[1].d	Помогаем освоить профессию.	Мамандықты меңгеруге көмектесеміз.	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/career.tsx:75	locale-branch[1].t	Обучение	Оқыту	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/career.tsx:75	locale-branch[2].d	Тёплая атмосфера и поддержка.	Жылы орта және қолдау.	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/career.tsx:75	locale-branch[2].t	Команда	Команда	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/career.tsx:75	locale-branch[3].d	Пекари, кондитеры, бариста, менеджеры.	Наубайшылар, кондитерлер, баристалар, менеджерлер.	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/career.tsx:75	locale-branch[3].t	Разные направления	Түрлі бағыттар	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/catering.tsx:43	locale-branch	Здравствуйте, SOFIYA! Заявка на кейтеринг:\nТип: ${serviceLabel}\nДата: ${f.date}\nГостей: ${f.guests}\nБюджет: ${f.budget || "—"}\nИмя: ${f.name}\nТелефон: ${f.phone}\nКомментарий: ${f.comment || "—"}	Сәлеметсіз бе, SOFIYA! Кейтерингке өтінім:\nТүрі: ${serviceLabel}\nКүні: ${f.date}\nҚонақтар саны: ${f.guests}\nБюджет: ${f.budget || "—"}\nАты: ${f.name}\nТелефон: ${f.phone}\nПікір: ${f.comment || "—"}	DRAFT_REQUIRES_KK_LEGAL_AND_EDITORIAL
conditional-ui	src/routes/contacts.tsx:30	locale-branch	Здравствуйте, SOFIYA!\nИмя: ${f.name}\nТелефон: ${f.phone}\nСообщение: ${f.message}	Сәлеметсіз бе, SOFIYA!\nАты: ${f.name}\nТелефон: ${f.phone}\nХабарлама: ${f.message}	DRAFT_REQUIRES_KK_LEGAL_AND_EDITORIAL
conditional-ui	src/routes/index.tsx:272	locale-branch[0][0]	Кофе-брейки	Кофе-брейктер	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/index.tsx:272	locale-branch[0][1]	для встреч и конференций	кездесулер мен конференцияларға	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/index.tsx:272	locale-branch[1][0]	Десертные столы	Десерт үстелдері	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/index.tsx:272	locale-branch[1][1]	для праздников и событий	мерекелер мен іс-шараларға	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/index.tsx:272	locale-branch[2][0]	Большие заказы	Үлкен тапсырыстар	DRAFT_REQUIRES_KK_EDITORIAL
conditional-ui	src/routes/index.tsx:272	locale-branch[2][1]	для компаний и команд	компаниялар мен командаларға	DRAFT_REQUIRES_KK_EDITORIAL
dynamic-seo	news detail metadata	news.homeBreadcrumb	Главная	Басты бет	DRAFT_REQUIRES_KK_EDITORIAL
dynamic-seo	news detail metadata	news.notFoundTitle	Новость не найдена	Жаңалық табылмады	DRAFT_REQUIRES_KK_EDITORIAL
dynamic-seo	news detail metadata	news.pageTitlePattern	{name} | SOFIYA	{name} | SOFIYA	DRAFT_REQUIRES_KK_EDITORIAL
dynamic-seo	news detail metadata	news.sectionBreadcrumb	Новости	Жаңалықтар	DRAFT_REQUIRES_KK_EDITORIAL
dynamic-seo	news detail metadata	news.socialTitlePattern	{name}	{name}	DRAFT_REQUIRES_KK_EDITORIAL
dynamic-seo	product detail metadata	product.homeBreadcrumb	Главная	Басты бет	DRAFT_REQUIRES_KK_EDITORIAL
dynamic-seo	product detail metadata	product.notFoundTitle	Товар не найден | SOFIYA	Өнім табылмады | SOFIYA	DRAFT_REQUIRES_KK_EDITORIAL
dynamic-seo	product detail metadata	product.pageTitlePattern	{name} | SOFIYA	{name} | SOFIYA	DRAFT_REQUIRES_KK_EDITORIAL
dynamic-seo	product detail metadata	product.sectionBreadcrumb	Каталог	Каталог	DRAFT_REQUIRES_KK_EDITORIAL
dynamic-seo	product detail metadata	product.socialTitlePattern	{name} — SOFIYA	{name} — SOFIYA	DRAFT_REQUIRES_KK_EDITORIAL
dynamic-seo	promotion detail metadata	promotion.descriptionFallback	Акция SOFIYA	SOFIYA акциясы	DRAFT_REQUIRES_KK_EDITORIAL
dynamic-seo	promotion detail metadata	promotion.homeBreadcrumb	Главная	Басты бет	DRAFT_REQUIRES_KK_EDITORIAL
dynamic-seo	promotion detail metadata	promotion.notFoundTitle	Акция не найдена | SOFIYA	Акция табылмады | SOFIYA	DRAFT_REQUIRES_KK_EDITORIAL
dynamic-seo	promotion detail metadata	promotion.pageTitlePattern	{name} — акция SOFIYA	{name} — SOFIYA акциясы	DRAFT_REQUIRES_KK_EDITORIAL
dynamic-seo	promotion detail metadata	promotion.sectionBreadcrumb	Акции	Акциялар	DRAFT_REQUIRES_KK_EDITORIAL
dynamic-seo	promotion detail metadata	promotion.socialTitlePattern	{name} — акция SOFIYA	{name} — SOFIYA акциясы	DRAFT_REQUIRES_KK_EDITORIAL
dynamic-ui	src/components/site/Footer.tsx:24	pick	${site.brand} Sweet — сеть фирменных магазинов в Шымкенте и Туркестанской области. Свежая выпечка, авторские торты и десерты каждый день.	${site.brand} Sweet — Шымкент пен Түркістан облысындағы фирмалық дүкендер желісі. Күн сайын балғын пісірмелер, авторлық торттар мен десерттер.	DRAFT_REQUIRES_KK_EDITORIAL
dynamic-ui	src/components/site/StoreCard.tsx:64	pick	Здравствуйте, SOFIYA! Интересует магазин: ${s.address}.	Сәлеметсіз бе, SOFIYA! Мына дүкен туралы білгім келеді: ${s.address}.	DRAFT_REQUIRES_KK_EDITORIAL
dynamic-ui	src/routes/catalog_.$slug.tsx:202	pick	Здравствуйте, SOFIYA! Меня интересует «${p.name}».	Сәлеметсіз бе, SOFIYA! Мені «${p.name}» өнімі қызықтырады.	DRAFT_REQUIRES_KK_EDITORIAL
dynamic-ui	src/routes/index.tsx:238	pick	${stores.length} магазинов рядом	Жаныңызда ${stores.length} дүкен	DRAFT_REQUIRES_KK_EDITORIAL
dynamic-ui	src/routes/promotions_.$slug.tsx:138	pick	Здравствуйте, SOFIYA! Подскажите, пожалуйста, об акции «${promotion.title}».	Сәлеметсіз бе, SOFIYA! «${promotion.title}» акциясы туралы айтып беріңізші.	DRAFT_REQUIRES_KK_EDITORIAL
dynamic-ui	src/routes/stores.tsx:73	pick	${stores.length} адресов в Шымкенте и Туркестанской области.	Шымкент пен Түркістан облысында ${stores.length} мекенжай.	DRAFT_REQUIRES_KK_EDITORIAL
error-page	catastrophic HTTP 500	error-page.description	На нашей стороне произошла ошибка. Обновите страницу или вернитесь на главную.	Біздің тарапымызда қате пайда болды. Бетті жаңартыңыз немесе басты бетке оралыңыз.	DRAFT_REQUIRES_KK_EDITORIAL
error-page	catastrophic HTTP 500	error-page.home	На главную	Басты бетке	DRAFT_REQUIRES_KK_EDITORIAL
error-page	catastrophic HTTP 500	error-page.retry	Попробовать снова	Қайта көріңіз	DRAFT_REQUIRES_KK_EDITORIAL
error-page	catastrophic HTTP 500	error-page.title	Страница не загрузилась	Бет жүктелмеді	DRAFT_REQUIRES_KK_EDITORIAL
hero	/#slide-1	slide-1.cta	Выбрать десерт	Десерт таңдау	DRAFT_REQUIRES_KK_EDITORIAL
hero	/#slide-1	slide-1.desc	Экономим людям время и деньги,\nчтобы дарить незабываемый вкус!	Адамдардың уақыты мен ақшасын үнемдеп,\nұмытылмас дәм сыйлаймыз!	DRAFT_REQUIRES_KK_EDITORIAL
hero	/#slide-1	slide-1.eyebrow	SOFIYA — с 2014 года	SOFIYA — 2014 жылдан бері	DRAFT_REQUIRES_KK_EDITORIAL
hero	/#slide-1	slide-1.imageAlt	Фирменный торт SOFIYA с ягодами и логотипом	Жидектермен және логотиппен безендірілген SOFIYA фирмалық торты	DRAFT_REQUIRES_KK_EDITORIAL
hero	/#slide-1	slide-1.title	Незабываемый\nвкус каждый день	Күн сайын\nұмытылмас дәм	DRAFT_REQUIRES_KK_EDITORIAL
hero	/#slide-2	slide-2.cta	Выбрать выпечку	Пісірме таңдау	DRAFT_REQUIRES_KK_EDITORIAL
hero	/#slide-2	slide-2.desc	Слойки, самса и десерты — только что из печи.	Қатпарлы қамыр өнімдері, самса мен десерттер — пештен жаңа шыққан.	DRAFT_REQUIRES_KK_EDITORIAL
hero	/#slide-2	slide-2.eyebrow	Каждое утро	Күн сайын таңертең	DRAFT_REQUIRES_KK_EDITORIAL
hero	/#slide-2	slide-2.imageAlt	Свежая выпечка SOFIYA	SOFIYA балғын пісірмелері	DRAFT_REQUIRES_KK_EDITORIAL
hero	/#slide-2	slide-2.title	Свежая выпечка каждый день	Күн сайын балғын пісірмелер	DRAFT_REQUIRES_KK_EDITORIAL
hero	/#slide-3	slide-3.cta	Посмотреть меню	Мәзірді көру	DRAFT_REQUIRES_KK_EDITORIAL
hero	/#slide-3	slide-3.desc	Свежий кофе, тёплая выпечка и лёгкие завтраки — каждый день.	Күн сайын балғын кофе, жылы пісірмелер және жеңіл таңғы ас.	DRAFT_REQUIRES_KK_EDITORIAL
hero	/#slide-3	slide-3.eyebrow	Завтраки	Таңғы ас	DRAFT_REQUIRES_KK_EDITORIAL
hero	/#slide-3	slide-3.imageAlt	Завтрак и свежая выпечка SOFIYA	SOFIYA таңғы асы мен балғын пісірмелері	DRAFT_REQUIRES_KK_EDITORIAL
hero	/#slide-3	slide-3.title	Утро начинается вкусно	Таң дәмді басталады	DRAFT_REQUIRES_KK_EDITORIAL
hero	/#slide-4	slide-4.cta	Посмотреть пиццу	Пиццаны көру	DRAFT_REQUIRES_KK_EDITORIAL
hero	/#slide-4	slide-4.desc	Тонкое тесто, много начинки и настроение большого стола.	Жұқа қамыр, мол салма және үлкен дастарқанның көңіл күйі.	DRAFT_REQUIRES_KK_EDITORIAL
hero	/#slide-4	slide-4.eyebrow	Для семьи	Отбасыға	DRAFT_REQUIRES_KK_EDITORIAL
hero	/#slide-4	slide-4.imageAlt	Пицца SOFIYA для семьи	Отбасыға арналған SOFIYA пиццасы	DRAFT_REQUIRES_KK_EDITORIAL
hero	/#slide-4	slide-4.title	Пицца для семьи и компании	Отбасы мен достарға арналған пицца	DRAFT_REQUIRES_KK_EDITORIAL
hero	/#slide-5	slide-5.cta	Оформить предзаказ	Алдын ала тапсырыс беру	DRAFT_REQUIRES_KK_EDITORIAL
hero	/#slide-5	slide-5.desc	Соберите торт по своему сценарию — за 3 минуты, прямо на сайте.	Тортты өз қалауыңыз бойынша тікелей сайтта 3 минутта құрастырыңыз.	DRAFT_REQUIRES_KK_EDITORIAL
hero	/#slide-5	slide-5.eyebrow	Событие ждёт торта	Іс-шараға торт керек	DRAFT_REQUIRES_KK_EDITORIAL
hero	/#slide-5	slide-5.imageAlt	Торт SOFIYA на заказ	Тапсырыспен дайындалатын SOFIYA торты	DRAFT_REQUIRES_KK_EDITORIAL
hero	/#slide-5	slide-5.title	Торт к вашему событию	Іс-шараңызға арналған торт	DRAFT_REQUIRES_KK_EDITORIAL
news	/news/rastyom-po-turkistanu#body	n-network.body	SOFIYA продолжает расширять сеть фирменных магазинов. Мы открылись в Ленгере, Сайраме, Аксукенте и Манкенте — заходите за свежей выпечкой и десертами.	SOFIYA фирмалық дүкендер желісін кеңейтуді жалғастыруда. Біз Леңгір, Сайрам, Ақсукент және Манкентте ашылдық — балғын пісірмелер мен десерттерге келіңіз.	DRAFT_REQUIRES_KK_EDITORIAL
news	/news/rastyom-po-turkistanu#summary	n-network.summary	Новые магазины SOFIYA в Ленгере, Сайраме, Аксукенте и Манкенте.	Леңгір, Сайрам, Ақсукент және Манкенттегі жаңа SOFIYA дүкендері.	DRAFT_REQUIRES_KK_EDITORIAL
news	/news/rastyom-po-turkistanu#title	n-network.title	Растём по Туркестанской области	Түркістан облысында кеңейіп келеміз	DRAFT_REQUIRES_KK_EDITORIAL
news	/news/sofiya-club-skoro#body	n-club.body	Мы работаем над мобильным приложением SOFIYA Club. В нём появится цифровая карта, история покупок, бонусы и подарок «6-й кофе бесплатно». Следите за анонсами.	Біз SOFIYA Club мобильді қолданбасын әзірлеп жатырмыз. Онда цифрлық карта, сатып алу тарихы, бонустар және «6-шы кофе тегін» сыйлығы болады. Хабарландыруларды қадағалаңыз.	DRAFT_REQUIRES_KK_EDITORIAL
news	/news/sofiya-club-skoro#summary	n-club.summary	Готовим цифровую карту клиента, персональный QR и подарки за покупки.	Клиенттің цифрлық картасын, жеке QR-кодты және сатып алуға берілетін сыйлықтарды дайындап жатырмыз.	DRAFT_REQUIRES_KK_EDITORIAL
news	/news/sofiya-club-skoro#title	n-club.title	SOFIYA Club — программа лояльности скоро в приложении	SOFIYA Club — адалдық бағдарламасы жақында қолданбада	DRAFT_REQUIRES_KK_EDITORIAL
news	/news/torty-na-zakaz#body	n-cake-preorder.body	Теперь оформить фирменный торт SOFIYA можно прямо на сайте: выбирайте размер, дату, точку самовывоза и надпись — заявка отправится нам в WhatsApp.	Енді SOFIYA фирмалық тортына тікелей сайтта тапсырыс беруге болады: өлшемін, күнін, алып кету дүкенін және жазуын таңдаңыз — өтінім бізге WhatsApp арқылы жіберіледі.	DRAFT_REQUIRES_KK_EDITORIAL
news	/news/torty-na-zakaz#summary	n-cake-preorder.summary	Пошаговая форма предзаказа — соберите торт по своему сценарию.	Алдын ала тапсырыстың қадамдық нысаны — тортты өз қалауыңыз бойынша құрастырыңыз.	DRAFT_REQUIRES_KK_EDITORIAL
news	/news/torty-na-zakaz#title	n-cake-preorder.title	Оформите торт к вашему событию онлайн	Іс-шараңызға арналған тортты онлайн рәсімдеңіз	DRAFT_REQUIRES_KK_EDITORIAL
promotion	/promotions/pastry-happy-hours#description	featured-pastry-happy-hours.description	Нежное, воздушное тесто, приготовленное с любовью. Идеально к любому моменту. В акции участвуют: Булочка маковая, Круассан классический и Булочка с орехами.	Сүйіспеншілікпен дайындалған нәзік әрі үлпілдек қамыр. Кез келген сәтке жарасады. Акцияға көкнәрлі тоқаш, классикалық круассан және жаңғақты тоқаш қатысады.	DRAFT_REQUIRES_KK_EDITORIAL
promotion	/promotions/pastry-happy-hours#products	featured-pastry-happy-hours.product_names[0]	Булочка маковая	Көкнәрлі тоқаш	DRAFT_REQUIRES_KK_EDITORIAL
promotion	/promotions/pastry-happy-hours#products	featured-pastry-happy-hours.product_names[1]	Круассан классический	Классикалық круассан	DRAFT_REQUIRES_KK_EDITORIAL
promotion	/promotions/pastry-happy-hours#products	featured-pastry-happy-hours.product_names[2]	Булочка с орехами	Жаңғақты тоқаш	DRAFT_REQUIRES_KK_EDITORIAL
promotion	/promotions/pastry-happy-hours#title	featured-pastry-happy-hours.title	Три вида выпечки	Пісірменің үш түрі	DRAFT_REQUIRES_KK_EDITORIAL
promotion	/promotions/samsa-happy-hours#description	featured-samsa-happy-hours.description	Сочная мясная начинка в хрустящем тесте. Традиционный вкус, который хочется повторять. В акции участвуют: Самса мини, Самса №1 и Самса пармуда.	Қытырлақ қамырдағы шырынды ет салмасы. Қайта-қайта жегіңіз келетін дәстүрлі дәм. Акцияға мини самса, №1 самса және пармуда самсасы қатысады.	DRAFT_REQUIRES_KK_EDITORIAL
promotion	/promotions/samsa-happy-hours#products	featured-samsa-happy-hours.product_names[0]	Самса мини	Мини самса	DRAFT_REQUIRES_KK_EDITORIAL
promotion	/promotions/samsa-happy-hours#products	featured-samsa-happy-hours.product_names[1]	Самса №1	№1 самса	DRAFT_REQUIRES_KK_EDITORIAL
promotion	/promotions/samsa-happy-hours#products	featured-samsa-happy-hours.product_names[2]	Самса пармуда	Пармуда самсасы	DRAFT_REQUIRES_KK_EDITORIAL
promotion	/promotions/samsa-happy-hours#title	featured-samsa-happy-hours.title	Самсы с фаршем	Тартылған етті самсалар	DRAFT_REQUIRES_KK_EDITORIAL
seo	/	/.description	SOFIYA — фирменные торты, свежая выпечка, завтраки и пицца. Магазины в Шымкенте и Туркестанской области.	SOFIYA — фирмалық торттар, балғын пісірмелер, таңғы ас пен пицца. Шымкент және Түркістан облысындағы дүкендер.	DRAFT_REQUIRES_KK_EDITORIAL
seo	/	/.title	SOFIYA — фирменные магазины в Шымкенте	SOFIYA — Шымкенттегі фирмалық дүкендер	DRAFT_REQUIRES_KK_EDITORIAL
seo	/about	/about.description	История SOFIYA с 2014 года: свежая выпечка, фирменные торты и сеть магазинов в Шымкенте и Туркестанской области.	SOFIYA тарихы, құндылықтары және Шымкент пен Түркістан облысындағы фирмалық дүкендер желісі.	DRAFT_REQUIRES_KK_EDITORIAL
seo	/about	/about.title	О компании SOFIYA	SOFIYA туралы	DRAFT_REQUIRES_KK_EDITORIAL
seo	/cake-preorder	/cake-preorder.description	Оформите фирменный торт SOFIYA к вашему событию: выберите тип, размер, дату и точку самовывоза.	Мерекеңізге арналған SOFIYA тортын онлайн таңдаңыз және өтінімді WhatsApp арқылы жіберіңіз.	DRAFT_REQUIRES_KK_EDITORIAL
seo	/cake-preorder	/cake-preorder.title	Торты на заказ | SOFIYA	Тапсырыспен торттар | SOFIYA	DRAFT_REQUIRES_KK_EDITORIAL
seo	/career	/career.description	Работайте в растущей сети SOFIYA: пекари, кондитеры, бариста, менеджеры. Обучение и развитие.	SOFIYA командасына қосылыңыз: Шымкент пен Түркістан облысындағы бос жұмыс орындары мен жұмыс шарттары.	DRAFT_REQUIRES_KK_EDITORIAL
seo	/career	/career.title	Карьера в SOFIYA	SOFIYA-дағы мансап	DRAFT_REQUIRES_KK_EDITORIAL
seo	/catalog	/catalog.description	Каталог SOFIYA: торты, порционные десерты, выпечка, самса, пироги, завтраки, пицца и напитки.	SOFIYA каталогы: торттар, порциялық десерттер, пісірмелер, самса, бәліштер, таңғы ас, пицца және сусындар.	DRAFT_REQUIRES_KK_EDITORIAL
seo	/catalog	/catalog.title	Каталог — торты, десерты, выпечка | SOFIYA	Каталог — торттар, десерттер, пісірмелер | SOFIYA	DRAFT_REQUIRES_KK_EDITORIAL
seo	/catering	/catering.description	Кейтеринг SOFIYA: кофе-брейки, десертные столы, корпоративные события и большие заказы.	Кофе-брейктер, десерт үстелдері, корпоративтік мерекелер және үлкен тапсырыстар.	DRAFT_REQUIRES_KK_EDITORIAL
seo	/catering	/catering.title	Кейтеринг SOFIYA — кофе-брейки и события	SOFIYA кейтерингі	DRAFT_REQUIRES_KK_EDITORIAL
seo	/contacts	/contacts.description	Свяжитесь с SOFIYA: WhatsApp, Instagram, магазины сети.	SOFIYA-мен телефон, WhatsApp немесе Instagram арқылы байланысыңыз.	DRAFT_REQUIRES_KK_EDITORIAL
seo	/contacts	/contacts.title	Контакты SOFIYA	SOFIYA байланыстары	DRAFT_REQUIRES_KK_EDITORIAL
seo	/news	/news.description	Свежие новости, анонсы и акции сети SOFIYA.	SOFIYA-ның жаңа топтамалары, оқиғалары және дүкендері туралы жаңалықтар.	DRAFT_REQUIRES_KK_EDITORIAL
seo	/news	/news.title	Новости и акции SOFIYA	SOFIYA жаңалықтары	DRAFT_REQUIRES_KK_EDITORIAL
seo	/privacy	/privacy.description	Политика обработки персональных данных SOFIYA.	SOFIYA сайтының дербес деректерді өңдеу және құпиялық саясаты.	DRAFT_REQUIRES_KK_LEGAL_AND_EDITORIAL
seo	/privacy	/privacy.title	Политика конфиденциальности | SOFIYA	Құпиялық саясаты | SOFIYA	DRAFT_REQUIRES_KK_LEGAL_AND_EDITORIAL
seo	/promotions	/promotions.description	Актуальные акции и специальные предложения SOFIYA.	SOFIYA фирмалық дүкендеріндегі өзекті акциялар мен арнайы ұсыныстар.	DRAFT_REQUIRES_KK_EDITORIAL
seo	/promotions	/promotions.title	Акции SOFIYA	SOFIYA акциялары	DRAFT_REQUIRES_KK_EDITORIAL
seo	/stores	/stores.description	Адреса магазинов SOFIYA в Шымкенте, Ленгере, Аксукенте и Манкенте.	Шымкент пен Түркістан облысындағы SOFIYA дүкендерінің мекенжайлары, жұмыс уақыты және байланыстары.	DRAFT_REQUIRES_KK_EDITORIAL
seo	/stores	/stores.title	Магазины SOFIYA	SOFIYA дүкендері	DRAFT_REQUIRES_KK_EDITORIAL
seo	/terms	/terms.description	Условия использования сайта SOFIYA.	SOFIYA сайтын пайдалану шарттары мен пайдаланушы келісімі.	DRAFT_REQUIRES_KK_LEGAL_AND_EDITORIAL
seo	/terms	/terms.title	Пользовательское соглашение | SOFIYA	Пайдаланушы келісімі | SOFIYA	DRAFT_REQUIRES_KK_LEGAL_AND_EDITORIAL
store	src/i18n/content.ts	11 мкрн	11 мкрн	11-шағынаудан	DRAFT_REQUIRES_KK_EDITORIAL
store	src/i18n/content.ts	Аксукент	Аксукент	Ақсукент	DRAFT_REQUIRES_KK_EDITORIAL
store	src/i18n/content.ts	Верхний рынок	Верхний рынок	Жоғарғы базар	DRAFT_REQUIRES_KK_EDITORIAL
store	src/i18n/content.ts	Выпечка	Выпечка	Пісірмелер	DRAFT_REQUIRES_KK_EDITORIAL
store	src/i18n/content.ts	Енбекшинский р-н	Енбекшинский р-н	Еңбекші ауданы	DRAFT_REQUIRES_KK_EDITORIAL
store	src/i18n/content.ts	ж/м Сайрам, рынок Сайрам	ж/м Сайрам, рынок Сайрам	Сайрам тұрғын алабы, Сайрам базары	DRAFT_REQUIRES_KK_EDITORIAL
store	src/i18n/content.ts	ж/м Сайрам	ж/м Сайрам	Сайрам тұрғын алабы	DRAFT_REQUIRES_KK_EDITORIAL
store	src/i18n/content.ts	Каратауский район	Каратауский район	Қаратау ауданы	DRAFT_REQUIRES_KK_EDITORIAL
store	src/i18n/content.ts	Кафе	Кафе	Кафе	DRAFT_REQUIRES_KK_EDITORIAL
store	src/i18n/content.ts	Кондитерская	Кондитерская	Кондитерлік дүкен	DRAFT_REQUIRES_KK_EDITORIAL
store	src/i18n/content.ts	Кофе с собой	Кофе с собой	Өзіңізбен алып кететін кофе	DRAFT_REQUIRES_KK_EDITORIAL
store	src/i18n/content.ts	Ленгер	Ленгер	Леңгір	DRAFT_REQUIRES_KK_EDITORIAL
store	src/i18n/content.ts	Манкент	Манкент	Манкент	DRAFT_REQUIRES_KK_EDITORIAL
store	src/i18n/content.ts	мкр. Улагат	мкр. Улагат	Ұлағат шағынауданы	DRAFT_REQUIRES_KK_EDITORIAL
